Puntuaci√≥n natural,DC,SE,RD,CD,CL,VB,NL,MT,CM,BS,FI,RG,IN,AR,PC,Edad (meses)
34,8.0,15.0,,,4.0,8.0,,18.0,16.0,12.0,15.0,1,,19.0,,168
35,8.0,16.0,,,4.0,8.0,,19.0,17.0,13.0,16.0,1,,,,168
36,8.0,16.0,,,4.0,9.0,,,18.0,13.0,17.0,1,,,,168
37,8.0,17.0,,,4.0,9.0,,,18.0,13.0,18.0,1,,,,168
38,9.0,17.0,,,5.0,9.0,,,19.0,13.0,19.0,1,,,,168
39,9.0,18.0,,,5.0,9.0,,,19.0,14.0,,1,,,,168
40,9.0,18.0,,,5.0,10.0,,,19.0,14.0,,1,,,,168
41,9.0,18.0,,,6.0,10.0,,,19.0,15.0,,1,,,,168
42,9.0,19.0,,,6.0,10.0,,,19.0,15.0,,2,,,,168
43,9.0,19.0,,,6.0,10.0,,,,16.0,,2,,,,168
44,9.0,19.0,,,6.0,11.0,,,,16.0,,2,,,,168
45,10.0,,,,7.0,11.0,,,,17.0,,2,,,,168
46,10.0,,,,7.0,12.0,,,,18.0,,2,,,,168
47,10.0,,,,7.0,12.0,,,,19.0,,2,,,,168
48,11.0,,,,8.0,13.0,,,,19.0,,3,,,,168
49,11.0,,,,8.0,13.0,,,,19.0,,3,,,,168
50,11.0,,,,8.0,14.0,,,,19.0,,3,,,,168
51,11.0,,,,8.0,14.0,,,,19.0,,3,,,,168
52,12.0,,,,9.0,15.0,,,,19.0,,4,,,,168
53,12.0,,,,9.0,15.0,,,,19.0,,4,,,,168
54,13.0,,,,9.0,16.0,,,,19.0,,4,,,,168
55,13.0,,,,9.0,16.0,,,,19.0,,4,,,,168
56,14.0,,,,9.0,17.0,,,,19.0,,5,,,,168
57,14.0,,,,9.0,17.0,,,,19.0,,5,,,,168
58,15.0,,,,9.0,18.0,,,,19.0,,5,,,,168
59,16.0,,,,9.0,18.0,,,,19.0,,5,,,,168
60,17.0,,,,10.0,18.0,,,,19.0,,6,,,,168
61,18.0,,,,10.0,19.0,,,,,,6,,,,168
62,19.0,,,,10.0,19.0,,,,,,6,,,,168
63,19.0,,,,10.0,19.0,,,,,,6,,,,168
64,19.0,,,,11.0,19.0,,,,,,6,,,,168
65,19.0,,,,11.0,19.0,,,,,,7,,,,168
66,19.0,,,,11.0,19.0,,,,,,7,,,,168
67,19.0,,,,12.0,19.0,,,,,,7,,,,168
68,19.0,,,,12.0,19.0,,,,,,7,,,,168
69,,,,,12.0,,,,,,,7,,,,168
70,,,,,13.0,,,,,,,7,,,,168
71,,,,,13.0,,,,,,,8,,,,168
72,,,,,13.0,,,,,,,8,,,,168
73,,,,,13.0,,,,,,,8,,,,168
74,,,,,13.0,,,,,,,8,,,,168
75,,,,,13.0,,,,,,,8,,,,168
76,,,,,14.0,,,,,,,8,,,,168
77,,,,,15.0,,,,,,,8,,,,168
78,,,,,16.0,,,,,,,9,,,,168
79,,,,,16.0,,,,,,,9,,,,168
80,,,,,16.0,,,,,,,9,,,,168
81,,,,,17.0,,,,,,,9,,,,168
82,,,,,17.0,,,,,,,9,,,,168
83,,,,,18.0,,,,,,,9,,,,168
84,,,,,18.0,,,,,,,9,,,,168
85,,,,,18.0,,,,,,,9,,,,168
86,,,,,18.0,,,,,,,9,,,,168
87,,,,,18.0,,,,,,,9,,,,168
88,,,,,18.0,,,,,,,9,,,,168
89,,,,,18.0,,,,,,,9,,,,168
90,,,,,19.0,,,,,,,10,,,,168
91,,,,,19.0,,,,,,,10,,,,168
92,,,,,19.0,,,,,,,10,,,,168
93,,,,,19.0,,,,,,,10,,,,168
94,,,,,19.0,,,,,,,10,,,,168
95,,,,,19.0,,,,,,,10,,,,168
96,,,,,19.0,,,,,,,11,,,,168
97,,,,,19.0,,,,,,,11,,,,168
98,,,,,19.0,,,,,,,11,,,,168
99,,,,,19.0,,,,,,,11,,,,168
100,,,,,19.0,,,,,,,12,,,,168
101,,,,,19.0,,,,,,,12,,,,168
102,,,,,19.0,,,,,,,12,,,,168
103,,,,,19.0,,,,,,,12,,,,168
104,,,,,19.0,,,,,,,12,,,,168
105,,,,,19.0,,,,,,,12,,,,168
106,,,,,19.0,,,,,,,13,,,,168
107,,,,,19.0,,,,,,,13,,,,168
108,,,,,19.0,,,,,,,13,,,,168
109,,,,,19.0,,,,,,,13,,,,168
110,,,,,19.0,,,,,,,13,,,,168
111,,,,,19.0,,,,,,,13,,,,168
112,,,,,19.0,,,,,,,13,,,,168
113,,,,,19.0,,,,,,,13,,,,168
114,,,,,19.0,,,,,,,13,,,,168
115,,,,,19.0,,,,,,,13,,,,168
116,,,,,19.0,,,,,,,14,,,,168
117,,,,,19.0,,,,,,,14,,,,168
118,,,,,19.0,,,,,,,14,,,,168
119,,,,,19.0,,,,,,,14,,,,168
120,,,,,,,,,,,,15,,,,168
121,,,,,,,,,,,,15,,,,168
122,,,,,,,,,,,,15,,,,168
123,,,,,,,,,,,,16,,,,168
124,,,,,,,,,,,,16,,,,168
125,,,,,,,,,,,,16,,,,168
126,,,,,,,,,,,,17,,,,168
127,,,,,,,,,,,,17,,,,168
128,,,,,,,,,,,,18,,,,168
129,,,,,,,,,,,,18,,,,168
130,,,,,,,,,,,,19,,,,168
131,,,,,,,,,,,,19,,,,168
132,,,,,,,,,,,,19,,,,168
133,,,,,,,,,,,,19,,,,168
134,,,,,,,,,,,,19,,,,168
135,,,,,,,,,,,,19,,,,168
136,,,,,,,,,,,,19,,,,168
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,180
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,180
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,180
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,180
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,180
5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,4.0,180
6,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,5.0,180
7,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,5.0,180
8,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,6.0,180
9,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1.0,3.0,6.0,180
10,2.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1,2.0,3.0,6.0,180
11,3.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1,3.0,4.0,7.0,180
12,3.0,5.0,6.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1,4.0,4.0,8.0,180
13,3.0,5.0,7.0,6.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,1,5.0,5.0,8.0,180
14,3.0,6.0,8.0,6.0,1.0,1.0,6.0,6.0,3.0,1.0,2.0,1,6.0,5.0,9.0,180
15,4.0,6.0,9.0,7.0,1.0,1.0,7.0,6.0,4.0,2.0,3.0,1,6.0,5.0,10.0,180
16,4.0,6.0,9.0,8.0,1.0,2.0,8.0,6.0,5.0,3.0,3.0,1,6.0,5.0,11.0,180
17,4.0,7.0,10.0,9.0,1.0,2.0,9.0,6.0,5.0,4.0,4.0,1,7.0,5.0,12.0,180
18,4.0,7.0,11.0,9.0,1.0,2.0,9.0,6.0,6.0,4.0,4.0,1,8.0,6.0,13.0,180
19,4.0,7.0,12.0,10.0,1.0,3.0,10.0,7.0,6.0,5.0,5.0,1,8.0,6.0,14.0,180
20,5.0,7.0,12.0,11.0,1.0,3.0,11.0,7.0,7.0,5.0,5.0,1,9.0,6.0,15.0,180
21,5.0,8.0,13.0,12.0,1.0,4.0,12.0,8.0,7.0,6.0,5.0,1,9.0,6.0,16.0,180
22,5.0,8.0,14.0,13.0,1.0,4.0,13.0,8.0,7.0,6.0,6.0,1,10.0,7.0,17.0,180
23,5.0,9.0,15.0,14.0,1.0,5.0,14.0,9.0,8.0,7.0,6.0,1,11.0,8.0,18.0,180
24,5.0,9.0,16.0,15.0,1.0,5.0,15.0,9.0,8.0,7.0,7.0,1,12.0,9.0,19.0,180
25,6.0,10.0,17.0,16.0,1.0,5.0,16.0,10.0,9.0,7.0,7.0,1,13.0,10.0,,180
26,6.0,10.0,18.0,17.0,1.0,5.0,17.0,11.0,9.0,8.0,8.0,1,14.0,11.0,,180
27,6.0,10.0,18.0,18.0,1.0,6.0,18.0,11.0,10.0,8.0,8.0,1,15.0,12.0,,180
28,6.0,11.0,18.0,19.0,1.0,6.0,19.0,12.0,10.0,8.0,9.0,1,16.0,13.0,,180
29,6.0,12.0,19.0,,1.0,6.0,19.0,13.0,11.0,9.0,10.0,1,17.0,14.0,,180
30,7.0,13.0,19.0,,1.0,6.0,19.0,14.0,11.0,9.0,11.0,1,17.0,15.0,,180
31,7.0,13.0,19.0,,2.0,6.0,,15.0,12.0,9.0,12.0,1,18.0,16.0,,180
32,7.0,13.0,19.0,,2.0,6.0,,16.0,12.0,10.0,13.0,1,18.0,17.0,,180
33,7.0,14.0,,,2.0,7.0,,17.0,13.0,10.0,14.0,1,19.0,18.0,,180
34,7.0,15.0,,,2.0,7.0,,18.0,14.0,11.0,15.0,1,,19.0,,180
35,7.0,16.0,,,2.0,7.0,,19.0,15.0,11.0,16.0,1,,,,180
36,8.0,16.0,,,3.0,8.0,,,16.0,12.0,17.0,1,,,,180
37,8.0,17.0,,,3.0,8.0,,,17.0,12.0,18.0,1,,,,180
38,8.0,17.0,,,3.0,8.0,,,17.0,13.0,19.0,1,,,,180
39,8.0,18.0,,,4.0,8.0,,,18.0,13.0,,1,,,,180
40,9.0,18.0,,,4.0,9.0,,,19.0,14.0,,1,,,,180
41,9.0,18.0,,,4.0,9.0,,,19.0,15.0,,1,,,,180
42,9.0,18.0,,,5.0,9.0,,,19.0,15.0,,2,,,,180
43,9.0,19.0,,,5.0,9.0,,,,16.0,,2,,,,180
44,9.0,19.0,,,5.0,10.0,,,,16.0,,2,,,,180
45,10.0,,,,6.0,10.0,,,,17.0,,2,,,,180
46,10.0,,,,6.0,11.0,,,,17.0,,2,,,,180
47,10.0,,,,6.0,11.0,,,,18.0,,2,,,,180
48,11.0,,,,7.0,11.0,,,,18.0,,3,,,,180
49,11.0,,,,7.0,12.0,,,,18.0,,3,,,,180
50,11.0,,,,7.0,12.0,,,,18.0,,3,,,,180
51,11.0,,,,7.0,12.0,,,,19.0,,3,,,,180
52,12.0,,,,7.0,13.0,,,,19.0,,4,,,,180
53,12.0,,,,7.0,13.0,,,,19.0,,4,,,,180
54,12.0,,,,8.0,13.0,,,,19.0,,4,,,,180
55,13.0,,,,8.0,13.0,,,,19.0,,4,,,,180
56,13.0,,,,8.0,14.0,,,,19.0,,4,,,,180
57,13.0,,,,8.0,14.0,,,,19.0,,4,,,,180
58,14.0,,,,8.0,15.0,,,,19.0,,4,,,,180
59,15.0,,,,9.0,15.0,,,,19.0,,5,,,,180
60,16.0,,,,9.0,16.0,,,,19.0,,5,,,,180
61,17.0,,,,9.0,16.0,,,,,,5,,,,180
62,18.0,,,,9.0,17.0,,,,,,5,,,,180
63,19.0,,,,9.0,17.0,,,,,,5,,,,180
64,19.0,,,,9.0,18.0,,,,,,5,,,,180
65,19.0,,,,10.0,19.0,,,,,,6,,,,180
66,19.0,,,,10.0,19.0,,,,,,6,,,,180
67,19.0,,,,10.0,19.0,,,,,,6,,,,180
68,19.0,,,,10.0,19.0,,,,,,6,,,,180
69,,,,,10.0,,,,,,,6,,,,180
70,,,,,10.0,,,,,,,6,,,,180
71,,,,,11.0,,,,,,,7,,,,180
72,,,,,11.0,,,,,,,7,,,,180
73,,,,,11.0,,,,,,,7,,,,180
74,,,,,12.0,,,,,,,7,,,,180
75,,,,,12.0,,,,,,,7,,,,180
76,,,,,12.0,,,,,,,8,,,,180
77,,,,,13.0,,,,,,,8,,,,180
78,,,,,13.0,,,,,,,8,,,,180
79,,,,,13.0,,,,,,,8,,,,180
80,,,,,13.0,,,,,,,8,,,,180
81,,,,,13.0,,,,,,,8,,,,180
82,,,,,14.0,,,,,,,8,,,,180
83,,,,,14.0,,,,,,,8,,,,180
84,,,,,15.0,,,,,,,8,,,,180
85,,,,,15.0,,,,,,,9,,,,180
86,,,,,16.0,,,,,,,9,,,,180
87,,,,,16.0,,,,,,,9,,,,180
88,,,,,16.0,,,,,,,9,,,,180
89,,,,,17.0,,,,,,,9,,,,180
90,,,,,17.0,,,,,,,9,,,,180
91,,,,,17.0,,,,,,,9,,,,180
92,,,,,17.0,,,,,,,9,,,,180
93,,,,,18.0,,,,,,,9,,,,180
94,,,,,18.0,,,,,,,10,,,,180
95,,,,,18.0,,,,,,,10,,,,180
96,,,,,18.0,,,,,,,10,,,,180
97,,,,,18.0,,,,,,,10,,,,180
98,,,,,18.0,,,,,,,10,,,,180
99,,,,,18.0,,,,,,,10,,,,180
100,,,,,19.0,,,,,,,11,,,,180
101,,,,,19.0,,,,,,,11,,,,180
102,,,,,19.0,,,,,,,11,,,,180
103,,,,,19.0,,,,,,,11,,,,180
104,,,,,19.0,,,,,,,12,,,,180
105,,,,,19.0,,,,,,,12,,,,180
106,,,,,19.0,,,,,,,12,,,,180
107,,,,,19.0,,,,,,,12,,,,180
108,,,,,19.0,,,,,,,12,,,,180
109,,,,,19.0,,,,,,,12,,,,180
110,,,,,19.0,,,,,,,13,,,,180
111,,,,,19.0,,,,,,,13,,,,180
112,,,,,19.0,,,,,,,13,,,,180
113,,,,,19.0,,,,,,,13,,,,180
114,,,,,19.0,,,,,,,13,,,,180
115,,,,,19.0,,,,,,,13,,,,180
116,,,,,19.0,,,,,,,13,,,,180
117,,,,,19.0,,,,,,,13,,,,180
118,,,,,19.0,,,,,,,13,,,,180
119,,,,,19.0,,,,,,,14,,,,180
120,,,,,,,,,,,,14,,,,180
121,,,,,,,,,,,,14,,,,180
122,,,,,,,,,,,,15,,,,180
123,,,,,,,,,,,,15,,,,180
124,,,,,,,,,,,,16,,,,180
125,,,,,,,,,,,,16,,,,180
126,,,,,,,,,,,,17,,,,180
127,,,,,,,,,,,,17,,,,180
128,,,,,,,,,,,,18,,,,180
129,,,,,,,,,,,,18,,,,180
130,,,,,,,,,,,,19,,,,180
131,,,,,,,,,,,,19,,,,180
132,,,,,,,,,,,,19,,,,180
133,,,,,,,,,,,,19,,,,180
134,,,,,,,,,,,,19,,,,180
135,,,,,,,,,,,,19,,,,180
136,,,,,,,,,,,,19,,,,180
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,192
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,192
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,192
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,192
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,192
5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,192
6,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,4.0,192
7,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,5.0,192
8,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,5.0,192
9,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1.0,2.0,6.0,192
10,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1,1.0,3.0,6.0,192
11,1.0,5.0,5.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1,1.0,4.0,7.0,192
12,2.0,5.0,6.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1,2.0,4.0,7.0,192
13,2.0,5.0,6.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,1,3.0,5.0,8.0,192
14,2.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,2.0,1,4.0,5.0,9.0,192
15,3.0,6.0,7.0,6.0,1.0,1.0,6.0,6.0,2.0,2.0,3.0,1,5.0,5.0,10.0,192
16,3.0,6.0,8.0,7.0,1.0,1.0,6.0,6.0,3.0,3.0,3.0,1,6.0,5.0,11.0,192
17,4.0,6.0,9.0,8.0,1.0,1.0,7.0,6.0,4.0,4.0,4.0,1,7.0,5.0,12.0,192
18,4.0,6.0,10.0,9.0,1.0,1.0,8.0,6.0,5.0,4.0,4.0,1,8.0,6.0,13.0,192
19,4.0,6.0,11.0,10.0,1.0,1.0,9.0,7.0,6.0,5.0,5.0,1,8.0,6.0,14.0,192
20,5.0,7.0,12.0,11.0,1.0,1.0,10.0,7.0,6.0,5.0,5.0,1,9.0,6.0,15.0,192
21,5.0,7.0,12.0,12.0,1.0,2.0,11.0,8.0,7.0,6.0,5.0,1,9.0,6.0,16.0,192
22,5.0,7.0,13.0,13.0,1.0,2.0,12.0,8.0,7.0,6.0,6.0,1,10.0,7.0,17.0,192
23,5.0,8.0,14.0,14.0,1.0,2.0,13.0,9.0,8.0,7.0,6.0,1,11.0,8.0,18.0,192
24,5.0,9.0,15.0,15.0,1.0,3.0,14.0,9.0,8.0,7.0,6.0,1,11.0,9.0,19.0,192
25,6.0,10.0,16.0,16.0,1.0,3.0,15.0,10.0,9.0,7.0,7.0,1,12.0,10.0,,192
26,6.0,10.0,17.0,17.0,1.0,3.0,16.0,11.0,9.0,8.0,8.0,1,12.0,11.0,,192
27,6.0,10.0,18.0,18.0,1.0,3.0,17.0,11.0,9.0,8.0,8.0,1,13.0,12.0,,192
28,6.0,11.0,19.0,19.0,1.0,4.0,18.0,12.0,9.0,8.0,9.0,1,14.0,13.0,,192
29,6.0,11.0,19.0,,1.0,4.0,19.0,13.0,10.0,9.0,10.0,1,15.0,14.0,,192
30,7.0,12.0,19.0,,1.0,4.0,19.0,14.0,10.0,9.0,11.0,1,16.0,15.0,,192
31,7.0,12.0,19.0,,2.0,4.0,,15.0,10.0,9.0,12.0,1,17.0,16.0,,192
32,7.0,12.0,19.0,,2.0,5.0,,16.0,11.0,10.0,13.0,1,18.0,17.0,,192
33,7.0,13.0,,,2.0,5.0,,17.0,12.0,10.0,14.0,1,19.0,18.0,,192
34,7.0,13.0,,,2.0,6.0,,18.0,13.0,11.0,15.0,1,,19.0,,192
35,7.0,14.0,,,2.0,6.0,,19.0,13.0,11.0,16.0,1,,,,192
36,8.0,15.0,,,3.0,7.0,,,14.0,12.0,17.0,1,,,,192
37,8.0,16.0,,,3.0,7.0,,,15.0,12.0,18.0,1,,,,192
38,8.0,17.0,,,3.0,7.0,,,16.0,13.0,19.0,1,,,,192
39,8.0,18.0,,,4.0,8.0,,,17.0,13.0,,1,,,,192
40,9.0,18.0,,,4.0,8.0,,,18.0,14.0,,1,,,,192
41,9.0,18.0,,,4.0,9.0,,,19.0,15.0,,1,,,,192
42,9.0,18.0,,,5.0,9.0,,,19.0,15.0,,1,,,,192
43,9.0,19.0,,,5.0,9.0,,,,16.0,,1,,,,192
44,9.0,19.0,,,5.0,10.0,,,,16.0,,1,,,,192
45,9.0,,,,6.0,10.0,,,,17.0,,1,,,,192
46,10.0,,,,6.0,11.0,,,,17.0,,2,,,,192
47,10.0,,,,6.0,11.0,,,,18.0,,2,,,,192
48,10.0,,,,6.0,11.0,,,,18.0,,3,,,,192
49,10.0,,,,6.0,12.0,,,,18.0,,3,,,,192
50,10.0,,,,7.0,12.0,,,,18.0,,3,,,,192
51,11.0,,,,7.0,12.0,,,,19.0,,3,,,,192
52,12.0,,,,7.0,13.0,,,,19.0,,4,,,,192
53,12.0,,,,7.0,13.0,,,,19.0,,4,,,,192
54,12.0,,,,7.0,13.0,,,,19.0,,4,,,,192
55,13.0,,,,7.0,13.0,,,,19.0,,4,,,,192
56,13.0,,,,7.0,14.0,,,,19.0,,4,,,,192
57,13.0,,,,8.0,14.0,,,,19.0,,4,,,,192
58,14.0,,,,8.0,15.0,,,,19.0,,4,,,,192
59,15.0,,,,8.0,15.0,,,,19.0,,5,,,,192
60,16.0,,,,9.0,16.0,,,,19.0,,5,,,,192
61,17.0,,,,9.0,16.0,,,,,,5,,,,192
62,18.0,,,,9.0,17.0,,,,,,5,,,,192
63,19.0,,,,9.0,17.0,,,,,,5,,,,192
64,19.0,,,,9.0,18.0,,,,,,5,,,,192
65,19.0,,,,9.0,18.0,,,,,,6,,,,192
66,19.0,,,,10.0,18.0,,,,,,6,,,,192
67,19.0,,,,10.0,19.0,,,,,,6,,,,192
68,19.0,,,,10.0,19.0,,,,,,6,,,,192
69,,,,,10.0,,,,,,,6,,,,192
70,,,,,10.0,,,,,,,6,,,,192
71,,,,,10.0,,,,,,,6,,,,192
72,,,,,10.0,,,,,,,6,,,,192
73,,,,,11.0,,,,,,,6,,,,192
74,,,,,11.0,,,,,,,6,,,,192
75,,,,,12.0,,,,,,,7,,,,192
76,,,,,12.0,,,,,,,7,,,,192
77,,,,,13.0,,,,,,,7,,,,192
78,,,,,13.0,,,,,,,7,,,,192
79,,,,,13.0,,,,,,,7,,,,192
80,,,,,13.0,,,,,,,7,,,,192
81,,,,,13.0,,,,,,,7,,,,192
82,,,,,14.0,,,,,,,8,,,,192
83,,,,,14.0,,,,,,,8,,,,192
84,,,,,15.0,,,,,,,8,,,,192
85,,,,,15.0,,,,,,,8,,,,192
86,,,,,16.0,,,,,,,9,,,,192
87,,,,,16.0,,,,,,,9,,,,192
88,,,,,16.0,,,,,,,9,,,,192
89,,,,,17.0,,,,,,,9,,,,192
90,,,,,17.0,,,,,,,9,,,,192
91,,,,,17.0,,,,,,,9,,,,192
92,,,,,17.0,,,,,,,9,,,,192
93,,,,,18.0,,,,,,,9,,,,192
94,,,,,18.0,,,,,,,9,,,,192
95,,,,,18.0,,,,,,,10,,,,192
96,,,,,18.0,,,,,,,10,,,,192
97,,,,,18.0,,,,,,,10,,,,192
98,,,,,18.0,,,,,,,10,,,,192
99,,,,,18.0,,,,,,,10,,,,192
100,,,,,18.0,,,,,,,11,,,,192
101,,,,,18.0,,,,,,,11,,,,192
102,,,,,18.0,,,,,,,11,,,,192
103,,,,,18.0,,,,,,,11,,,,192
104,,,,,18.0,,,,,,,12,,,,192
105,,,,,19.0,,,,,,,12,,,,192
106,,,,,19.0,,,,,,,12,,,,192
107,,,,,19.0,,,,,,,12,,,,192
108,,,,,19.0,,,,,,,12,,,,192
109,,,,,19.0,,,,,,,12,,,,192
110,,,,,19.0,,,,,,,13,,,,192
111,,,,,19.0,,,,,,,13,,,,192
112,,,,,19.0,,,,,,,13,,,,192
113,,,,,19.0,,,,,,,13,,,,192
114,,,,,19.0,,,,,,,13,,,,192
115,,,,,19.0,,,,,,,13,,,,192
116,,,,,19.0,,,,,,,13,,,,192
117,,,,,19.0,,,,,,,13,,,,192
118,,,,,19.0,,,,,,,13,,,,192
119,,,,,19.0,,,,,,,14,,,,192
120,,,,,,,,,,,,14,,,,192
121,,,,,,,,,,,,14,,,,192
122,,,,,,,,,,,,15,,,,192
123,,,,,,,,,,,,15,,,,192
124,,,,,,,,,,,,16,,,,192
125,,,,,,,,,,,,16,,,,192
126,,,,,,,,,,,,17,,,,192
127,,,,,,,,,,,,17,,,,192
128,,,,,,,,,,,,18,,,,192
129,,,,,,,,,,,,18,,,,192
130,,,,,,,,,,,,18,,,,192
131,,,,,,,,,,,,18,,,,192
132,,,,,,,,,,,,19,,,,192
133,,,,,,,,,,,,19,,,,192
134,,,,,,,,,,,,19,,,,192
135,,,,,,,,,,,,19,,,,192
136,,,,,,,,,,,,19,,,,192
